"bureau","inscrits","votants","blancs","exprimes","ARTHAUD","ASSELINEAU","CHEMINADE","DUPONT-AIGNAN","FILLON","HAMON","LASSALLE","LE PEN","MACRON","MÉLENCHON","POUTOU"
"0101","1079","926","6","914","3","10","3","17","295","62","3","49","348","121","3"
"0102","1172","991","11","978","3","3","3","2","254","83","6","43","424","152","5"
"0103","1155","957","9","947","0","13","0","17","210","77","12","56","409","150","3"
"0104","1300","1069","14","1052","0","10","2","19","226","102","9","57","381","235","11"
"0105","1057","911","7","904","3","3","1","17","229","80","3","47","384","136","1"
"0106","1191","1021","14","1006","4","7","0","11","303","83","6","44","411","134","3"
"0107","1082","933","3","929","1","5","1","19","319","55","7","45","372","105","0"
"0108","925","756","7","746","0","2","0","12","293","40","5","39","285","68","2"
"0109","956","818","4","812","1","4","1","11","335","40","2","32","303","80","3"
"0110","858","747","6","738","0","1","0","3","367","37","4","31","244","50","1"
"0201","1150","995","14","977","0","5","1","13","303","66","5","41","413","127","3"
"0202","988","850","7","841","3","5","3","13","260","52","5","28","351","119","2"
"0203","816","682","5","676","1","4","1","5","260","59","2","30","236","76","2"
"0204","1443","1236","10","1224","2","8","4","8","279","129","0","43","563","183","5"
"0205","1413","1234","10","1219","1","5","1","12","279","107","1","37","566","204","6"
"0206","1438","1239","9","1225","1","8","2","12","333","99","11","47","539","164","9"
"0207","1444","1241","11","1225","2","12","0","19","242","116","4","34","593","201","2"
"0208","1710","1429","13","1414","2","8","3","18","246","179","5","49","630","265","9"
"0209","1676","1392","11","1381","3","16","1","9","262","149","10","47","614","268","2"
"0210","1282","1125","11","1110","2","10","1","19","176","143","3","43","509","195","9"
"0301","1381","1181","8","1168","2","7","0","7","247","126","3","43","553","169","11"
"0302","1470","1253","10","1240","5","6","0","17","218","137","6","36","572","237","6"
"0303","1264","1101","12","1085","0","2","0","13","237","126","3","28","518","155","3"
"0304","1400","1204","6","1194","0","4","3","6","247","121","2","40","590","176","5"
"0305","1258","1119","5","1111","9","4","3","8","276","134","7","28","492","149","1"
"0306","1427","1246","3","1241","2","4","1","11","287","134","3","36","571","182","10"
"0307","1415","1258","7","1248","3","12","1","15","335","115","2","35","530","197","3"
"0308","1324","1139","5","1130","2","4","0","5","350","91","7","36","478","152","5"
"0309","1645","1424","11","1411","7","12","2","17","259","153","9","72","606","265","9"
"0310","1665","1441","17","1418","3","15","0","20","279","143","4","55","633","259","7"
"0311","1504","1299","10","1285","3","5","1","15","295","120","4","41","587","206","8"
"0312","1405","1175","13","1153","4","9","0","13","219","110","5","30","530","225","8"
"0313","1497","1227","10","1216","2","8","2","10","195","160","7","45","526","255","6"
"0314","1568","1347","10","1333","4","5","2","16","263","151","5","47","595","238","7"
"0315","1454","1266","10","1252","1","3","0","10","287","142","6","43","544","213","3"
"0401","1243","1017","15","999","4","9","4","12","274","93","7","69","337","187","3"
"0402","1117","954","12","941","4","8","3","14","223","101","8","37","387","148","8"
"0403","1367","1157","4","1147","4","6","1","14","263","123","2","40","475","216","3"
"0404","1283","1109","16","1087","0","9","4","23","233","122","10","64","419","197","6"
"0405","1417","1262","5","1256","3","5","1","12","367","102","9","55","532","164","6"
"0406","1660","1437","11","1421","2","7","1","16","366","125","9","51","650","186","8"
"0407","1313","1122","6","1113","0","5","0","19","319","92","4","70","457","141","6"
"0408","1513","1294","11","1276","2","8","2","27","317","120","7","122","464","198","9"
"0409","1022","891","5","878","2","8","2","12","324","53","3","23","342","106","3"
"0410","1028","870","8","855","2","8","1","13","332","51","4","42","303","96","3"
"0411","1007","843","8","835","1","6","1","15","197","83","4","31","370","123","4"
"0412","1208","1049","5","1039","5","6","2","13","234","93","6","37","465","174","4"
"0413","1551","1323","16","1304","6","6","0","14","269","133","8","63","547","245","13"
"0414","1187","966","8","955","1","5","1","10","238","79","2","31","434","148","6"
"0501","1421","1230","13","1216","0","11","1","21","275","127","2","48","500","222","9"
"0502","1554","1335","14","1317","1","10","1","27","396","103","4","47","488","234","6"
"0503","1517","1311","11","1297","0","7","3","11","393","118","4","53","494","206","8"
"0504","1426","1238","10","1219","0","10","0","15","419","105","8","53","437","165","7"
"0505","1490","1274","10","1262","3","11","3","16","317","124","9","46","510","217","6"
"0506","1319","1164","13","1145","4","2","3","8","308","121","4","39","434","210","12"
"0507","1509","1325","9","1313","4","4","1","22","386","123","6","58","542","163","4"
"0508","1579","1400","12","1387","3","8","1","18","467","108","6","49","597","127","3"
"0509","1528","1378","8","1368","2","10","1","18","388","118","7","35","572","206","11"
"0510","1483","1263","5","1255","5","7","0","13","337","131","11","45","535","166","5"
"0511","1485","1316","9","1304","1","5","0","22","345","120","8","33","550","214","6"
"0512","1454","1252","14","1232","4","1","3","13","293","142","6","46","506","213","5"
"0513","1240","1053","15","1034","3","8","1","33","226","111","5","76","399","166","6"
"0514","1323","1138","9","1128","0","8","1","15","271","117","11","48","437","209","11"
"0515","1459","1248","9","1237","6","10","0","15","272","164","7","45","489","223","6"
"0516","1402","1225","6","1213","3","14","3","12","289","133","3","35","483","232","6"
"0517","1466","1288","16","1269","3","13","0","25","279","120","6","46","539","227","11"
"0518","1390","1183","11","1169","3","18","1","23","314","120","6","52","417","208","7"
"0519","1383","1225","17","1202","6","10","2","28","355","126","12","37","451","168","7"
"0520","1466","1251","17","1232","2","8","1","32","322","136","9","80","433","200","9"
"0521","1412","1238","6","1229","3","7","3","16","299","145","3","30","515","200","8"
"0522","1388","1213","14","1197","1","10","4","14","364","117","10","42","477","153","5"
"0523","1434","1238","10","1226","2","9","0","14","391","110","6","77","444","172","1"
"0524","1415","1269","12","1253","2","15","4","19","257","121","13","64","524","230","4"
"0525","1517","1321","10","1304","2","6","2","9","310","143","12","41","543","229","7"
"0601","1279","1094","8","1082","0","7","1","15","425","62","6","44","407","110","5"
"0602","1251","1105","9","1093","0","2","1","20","462","51","7","38","434","76","2"
"0603","1352","1172","8","1160","2","6","1","13","416","83","6","33","465","132","3"
"0604","1085","908","8","898","1","7","1","13","310","57","10","19","388","89","3"
"0605","1135","1003","13","989","2","2","1","16","347","77","4","37","388","111","4"
"0606","1116","965","7","954","2","14","1","10","335","77","6","40","369","98","2"
"0607","1011","873","1","872","1","5","0","6","358","42","4","25","346","80","5"
"0608","1022","878","6","870","0","5","2","8","336","50","9","36","336","85","3"
"0609","904","776","5","767","3","5","2","5","314","40","2","29","287","77","3"
"0610","1095","982","7","973","0","4","2","15","376","70","5","20","415","64","2"
"0611","1235","1078","6","1070","1","5","2","13","423","62","12","38","397","111","6"
"0612","1127","998","4","989","0","2","0","8","419","64","6","29","395","63","3"
"0613","1336","1179","12","1165","2","8","1","10","470","79","7","41","446","95","6"
"0614","1218","1058","5","1049","1","1","2","18","439","62","10","40","380","94","2"
"0615","1212","1060","13","1045","2","3","3","16","448","58","4","30","381","96","4"
"0616","1454","1246","5","1237","3","7","0","14","499","80","5","40","483","102","4"
"0617","1485","1300","10","1289","3","10","4","14","465","102","8","39","519","122","3"
"0618","996","849","4","841","0","5","1","12","371","51","8","28","286","78","1"
"0619","1011","904","4","893","1","7","1","5","373","48","3","25","353","72","5"
"0620","1167","1031","6","1019","2","11","0","20","414","56","4","27","402","80","3"
"0621","1100","987","5","979","1","6","0","12","349","68","5","29","402","103","4"
"0622","1251","1102","2","1098","1","4","0","5","420","80","3","32","450","100","3"
"0701","988","846","7","839","1","0","0","11","441","30","5","29","283","37","2"
"0702","1297","1132","8","1122","1","5","0","14","570","38","8","48","375","58","5"
"0703","1243","1089","4","1082","1","5","1","15","584","40","2","28","355","48","3"
"0704","1262","1080","7","1066","1","4","0","11","519","52","5","28","361","78","7"
"0705","1329","1165","8","1155","1","4","1","5","627","40","12","28","363","70","4"
"0706","1404","1205","11","1192","1","1","1","6","598","47","6","42","433","57","0"
"0707","1359","1198","10","1185","1","5","2","5","610","47","1","27","411","71","5"
"0708","1494","1305","9","1293","1","2","1","10","711","53","7","26","408","73","1"
"0709","1222","1091","5","1084","3","6","0","13","515","59","2","32","382","67","5"
"0710","1503","1304","14","1287","1","10","1","32","510","67","9","100","465","89","3"
"0711","1223","1089","4","1081","1","2","1","5","650","29","6","35","312","38","2"
"0712","1212","1076","6","1067","1","3","3","12","628","38","7","32","315","27","1"
"0713","1193","1057","4","1051","0","1","0","15","639","32","4","23","294","41","2"
"0714","1308","1147","6","1138","0","7","1","21","602","61","4","29","344","67","2"
"0715","1405","1249","8","1239","4","5","0","13","583","45","3","64","431","88","3"
"0716","1314","1149","6","1139","2","5","2","19","561","37","7","46","383","74","3"
"0717","1266","1100","9","1083","2","6","0","19","473","56","6","56","377","84","4"
"0718","1383","1193","6","1183","1","5","1","14","505","56","5","72","398","119","7"
"0719","1196","1045","11","1028","0","8","1","16","509","44","6","59","312","69","4"
"0720","1314","1161","5","1152","3","4","2","18","603","46","4","53","339","78","2"
"0721","1350","1198","8","1185","2","4","0","8","751","33","5","38","283","57","4"
"0722","1302","1123","8","1109","1","2","2","11","585","49","7","57","324","71","0"
"0723","1200","1054","3","1047","0","4","1","10","576","26","2","44","337","43","4"
"0724","1139","981","5","975","0","1","1","12","664","17","0","31","222","27","0"
"0725","1181","1029","7","1016","0","3","1","9","636","26","3","37","278","21","2"
"0801","1442","1221","7","1211","1","5","0","10","676","36","4","35","374","67","3"
"0802","1349","1200","3","1196","0","6","0","9","642","53","7","41","370","68","0"
"0803","1361","1207","10","1191","0","5","1","14","677","50","7","39","344","51","3"
"0804","1343","1157","8","1148","1","3","1","16","655","32","1","47","347","42","3"
"0805","1554","1368","11","1354","2","2","3","14","654","50","2","46","494","83","4"
"0806","1386","1214","7","1207","2","6","0","12","518","66","9","54","434","103","3"
"0807","1485","1311","15","1295","1","5","1","25","552","88","5","54","444","111","9"
"0808","1415","1242","11","1229","0","8","0","9","475","87","3","58","446","141","2"
"0809","1616","1439","7","1430","2","9","2","16","719","58","9","57","451","105","2"
"0810","1068","906","7","897","1","8","0","7","430","53","5","48","292","50","3"
"0811","1150","995","8","984","4","3","2","12","436","30","5","42","366","77","7"
"0812","1263","1102","6","1092","1","9","1","22","492","40","2","81","345","97","2"
"0813","1447","1218","6","1211","1","11","2","16","594","35","2","67","409","70","4"
"0814","1476","1231","6","1222","1","9","1","11","611","51","5","66","365","96","6"
"0815","1501","1307","6","1301","3","5","0","16","778","41","3","48","322","84","1"
"0816","1501","1305","13","1287","1","5","2","14","739","19","5","59","393","50","0"
"0817","895","699","2","696","0","4","1","10","366","28","3","40","203","39","2"
"0818","906","750","1","747","2","4","0","8","434","32","6","34","169","58","0"
"0901","1313","1081","9","1070","2","1","1","13","300","93","3","37","477","140","3"
"0902","1400","1219","11","1204","2","8","1","15","265","137","9","38","505","215","9"
"0903","1417","1212","11","1199","1","11","0","17","312","118","4","49","496","185","6"
"0904","1397","1215","10","1204","0","9","1","8","306","103","8","28","561","178","2"
"0905","1439","1264","9","1254","4","11","1","14","348","113","2","37","558","159","7"
"0906","1283","1110","7","1101","3","11","3","14","367","71","5","40","442","141","4"
"0907","1293","1111","5","1101","1","10","0","19","408","82","4","52","407","117","1"
"0908","1356","1204","6","1198","2","2","0","26","427","79","6","33","506","113","4"
"0909","1408","1239","12","1221","0","3","3","12","407","90","3","44","519","137","3"
"0910","1377","1210","6","1197","2","2","0","13","350","94","9","40","530","150","7"
"0911","1413","1238","13","1224","2","11","1","9","285","130","9","34","549","189","5"
"0912","1435","1237","6","1228","3","12","1","10","290","120","9","31","544","201","7"
"0913","1497","1243","14","1227","4","9","2","17","269","125","4","37","534","219","7"
"0914","1561","1373","15","1357","2","12","2","19","361","130","3","47","614","158","9"
"0915","1478","1299","9","1288","2","12","0","15","377","130","6","42","531","167","6"
"0916","1403","1221","11","1206","2","4","2","14","340","122","5","39","518","154","6"
"0917","1484","1304","4","1295","0","9","0","12","456","106","4","47","504","149","8"
"0918","1477","1248","14","1232","2","7","1","21","299","131","7","51","510","196","7"
"0919","1435","1228","11","1215","3","11","1","12","288","147","7","48","506","188","4"
"0920","1411","1241","17","1221","4","5","0","12","349","142","7","37","483","177","5"
"0921","1503","1290","17","1270","1","7","2","15","340","133","7","39","523","193","10"
"0922","1364","1189","11","1176","4","2","1","11","350","104","3","23","510","166","2"
"0923","1319","1128","12","1113","3","4","0","17","257","116","5","35","502","168","6"
"0924","1432","1267","5","1259","3","10","2","11","305","101","5","45","584","191","2"
"0925","1543","1303","11","1289","2","11","0","9","296","143","3","54","524","236","11"
"0926","1464","1272","10","1261","4","5","2","21","313","140","7","38","531","193","7"
"0927","1560","1344","13","1330","3","9","4","14","214","163","6","47","561","303","6"
"1001","1460","1191","16","1174","2","11","0","18","191","154","5","33","455","293","12"
"1002","1616","1359","15","1342","3","4","3","12","184","197","4","52","570","305","8"
"1003","1475","1256","12","1240","0","10","2","13","203","206","3","37","494","261","11"
"1004","1355","1141","16","1122","2","11","0","14","166","170","2","39","430","283","5"
"1005","1290","1121","15","1100","2","2","0","7","155","162","2","33","478","252","7"
"1006","1391","1195","6","1187","4","6","0","12","186","156","4","47","505","260","7"
"1007","1337","1139","4","1132","1","17","2","11","155","181","9","33","422","296","5"
"1008","1562","1301","17","1280","4","11","2","16","183","186","5","55","522","285","11"
"1009","1558","1334","10","1322","4","9","1","26","252","152","13","77","537","243","8"
"1010","1356","1173","17","1152","10","8","2","14","135","182","8","23","483","281","6"
"1011","1484","1255","13","1239","6","12","1","21","101","199","5","56","488","342","8"
"1012","1472","1232","13","1211","2","9","2","8","96","200","5","53","444","383","9"
"1013","1563","1211","13","1190","4","8","4","16","85","214","3","43","383","417","13"
"1014","1540","1270","7","1258","3","12","0","8","116","213","10","46","392","445","13"
"1015","1352","1135","5","1123","5","10","2","16","143","166","4","60","385","322","10"
"1016","1388","1149","14","1128","6","9","3","13","127","190","8","55","360","344","13"
"1017","1320","1047","8","1035","2","7","3","19","231","130","11","106","267","253","6"
"1018","1404","1122","15","1104","3","14","0","16","158","136","2","50","411","306","8"
"1019","1180","955","14","941","4","11","3","17","188","116","1","60","283","257","1"
"1020","1355","1110","14","1093","5","11","1","22","138","177","9","53","346","323","8"
"1021","1318","1046","16","1025","2","11","2","17","160","134","5","35","329","321","9"
"1022","1361","1154","8","1144","5","5","0","14","143","196","10","45","407","312","7"
"1023","1215","998","7","987","3","6","2","13","172","134","5","34","360","250","8"
